1.5625	0.0303746	-0.532216	-1.63628	-0.479894	-0.348955
0.530192	0.030269	0.478559	-0.595232	-0.146992	-0.12089
0.339531	0.0336182	0.664196	-0.388693	-0.101041	-0.0692943
0.184192	0.0311884	0.812449	-0.243648	-0.0379686	-0.0427882
0.578939	0.0298355	0.428738	-0.64164	-0.165907	-0.131751
1.41758	0.0338188	-0.384572	-1.50147	-0.434808	-0.294494
3.24365	0.0303697	-2.15965	-3.3793	-0.980321	-0.733263
0.697391	0.0248641	0.306799	-0.80893	-0.14703	-0.190534
0.770647	0.0262471	0.235844	-0.852974	-0.191824	-0.199007
0.774797	0.0273691	0.233235	-0.847843	-0.200717	-0.194466
0.663857	0.0262906	0.341391	-0.739507	-0.161783	-0.172299
0.566704	0.0262878	0.435892	-0.638367	-0.13335	-0.148265
0.382658	0.025569	0.615212	-0.455103	-0.0712003	-0.106578
0.503109	0.0257359	0.49973	-0.575024	-0.112444	-0.134372
0.427059	0.0256821	0.574008	-0.497441	-0.0892133	-0.115643
0.476299	0.0256061	0.526725	-0.544274	-0.108263	-0.126747
0.483155	0.026324	0.520433	-0.546609	-0.11566	-0.125222
0.476131	0.0262569	0.527811	-0.540042	-0.112625	-0.12396
0.522073	0.0270317	0.484199	-0.584116	-0.129704	-0.132583
0.577853	0.0278753	0.43049	-0.634709	-0.154285	-0.141462
0.449026	0.0279521	0.555697	-0.506493	-0.110936	-0.11206
0.302672	0.0232764	0.697152	-0.370127	-0.0521426	-0.0878636
0.354012	0.0254191	0.647648	-0.416932	-0.073819	-0.0959061
0.267209	0.0239954	0.731825	-0.331445	-0.0443349	-0.0768481
0.19609	0.0217247	0.800774	-0.262403	-0.0186388	-0.0620291
0.351392	0.0244556	0.64984	-0.415968	-0.0716616	-0.0971124
0.273861	0.0234598	0.724815	-0.339837	-0.0445176	-0.0798588
0.316477	0.0242692	0.683891	-0.383138	-0.0581558	-0.0894367
