0.0196682	0	0.983412	0.00061007	0.0401886	0.000745489
0.0197776	1	0.988879	0.000399144	0.031633	0.000518507
0.0197631	2	0.988156	0.000469888	0.0304098	0.000579856
0.0197484	3	0.987422	0.000488367	0.0328818	0.000618381
0.0197186	4	0.98593	0.000389258	0.0328888	0.000478697
0.0196552	5	0.982762	0.000397453	0.0324721	0.000499504
0.0196151	6	0.980753	0.00052956	0.0401968	0.000506299
0.0196127	7	0.980637	0.000492362	0.0400982	0.000458289
0.0196921	8	0.984605	0.000429741	0.0370614	0.000426878
0.0196747	9	0.983736	0.000414046	0.0381072	0.000387921
0.0196854	10	0.98427	0.000407071	0.0359914	0.000390661
0.0196769	11	0.983845	0.000407076	0.0375548	0.000383736
0.0197075	12	0.985376	0.000371506	0.0355438	0.000353631
0.019691	13	0.984549	0.000364442	0.0357096	0.000338607
0.0197122	14	0.985608	0.000336703	0.0352921	0.000312844
0.0197385	15	0.986924	0.000342857	0.036209	0.000325455
0.0197277	16	0.986386	0.000334415	0.0359493	0.000315399
0.0197394	17	0.986971	0.00030863	0.0351754	0.000282319
0.0197313	18	0.986567	0.00030714	0.0354656	0.00028383
0.0197389	19	0.986947	0.00028807	0.0347476	0.00026479
0.019749	20	0.987449	0.000286828	0.0352453	0.000265881
0.0197433	21	0.987166	0.000283551	0.0364298	0.000258304
0.0197564	22	0.98782	0.000271386	0.0365922	0.00024307
0.019751	23	0.987548	0.000273501	0.0370092	0.000246088
0.0197586	24	0.987931	0.000277188	0.0367751	0.000254723
0.0197567	25	0.987833	0.000297497	0.0343986	0.000270681
0.0197304	26	0.986521	0.00032742	0.0351701	0.000300077
0.019742	27	0.9871	0.000330665	0.0356595	0.000307996
0.0294435	0	0.981451	0.000556282	0.0340661	0.000702912
0.0296519	1	0.988398	0.000374718	0.0286836	0.000494922
0.0296117	2	0.987057	0.000469379	0.0253748	0.000635792
0.0296008	3	0.986692	0.000381974	0.0256292	0.000460978
0.0295888	4	0.986294	0.000335121	0.0267427	0.000401236
0.029461	5	0.982034	0.000328568	0.0321707	0.000402931
0.0294198	6	0.980662	0.000459312	0.0347301	0.000455137
0.0294804	7	0.98268	0.000388467	0.0331223	0.000379628
0.0295353	8	0.984512	0.000338288	0.0308513	0.000322645
0.0295053	9	0.983512	0.000330245	0.0319721	0.000318299
0.0295419	10	0.984731	0.000335347	0.0320398	0.000327318
0.0295741	11	0.985804	0.000309405	0.0311371	0.000305247
0.0295333	12	0.984444	0.000308083	0.0320748	0.000289369
0.0295724	13	0.985747	0.000291395	0.0301981	0.000275248
0.029602	14	0.986732	0.000281933	0.0304623	0.000271183
0.0295856	15	0.986186	0.000282644	0.0315886	0.000262515
0.0295835	16	0.986116	0.000264346	0.0301883	0.00024419
0.0295945	17	0.986483	0.000250875	0.0303979	0.00023188
0.0296407	18	0.988024	0.000234823	0.0297916	0.000216675
0.0296193	19	0.987309	0.000241467	0.0300989	0.000220117
0.0296386	20	0.987955	0.000224318	0.0297285	0.000206189
0.0296517	21	0.988389	0.000227343	0.0304766	0.000212756
0.0296444	22	0.988145	0.000232304	0.0308449	0.000218531
0.0296467	23	0.988225	0.000221372	0.0312537	0.000200707
0.0296546	24	0.988486	0.000213239	0.0297382	0.000195009
0.0296373	25	0.987909	0.000247327	0.0297995	0.000226253
0.029625	26	0.987501	0.000262161	0.0297655	0.000238742
0.0296162	27	0.987206	0.000269924	0.0310415	0.000245367
0.0390854	0	0.977134	0.000525553	0.0345747	0.000621056
0.0394739	1	0.986848	0.0003268	0.0246336	0.000384584
0.0395116	2	0.987789	0.000341159	0.0249413	0.00041187
0.0395488	3	0.98872	0.000338779	0.0229741	0.000464228
0.0394186	4	0.985466	0.000333963	0.0243831	0.000427668
0.0392535	5	0.981338	0.000299905	0.0310092	0.000394664
0.0390388	6	0.975971	0.000435186	0.0357808	0.000423779
